Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Review_Rating_Label
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-06-03,Stephanie,1,Worst printer ever bought,"Wouldn’t recommend this to anyone. Took hours to connect, cost additional money to set up and printer still didn’t work.WASTE OF TIME AND MONEY",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-06-01,Hayatullah gorak,1,Not good,Doesn’t work for all the new phones or computers,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-31,TheMasterSoFresh,1,Computer Can't Find Printer,I can't even set this thing up! It is so complex. There are about five things you need to download and none of them work! My computer can't find the printer even though the printer is on and next to the computer. The virtual assistant is an AI robot that can't answer anything. I am returning this piece of crap.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-30,zoe,1,Big regret,"Please don’t buy this printer, it’s completely useless and constantly has an error printing message. Everytime I use it, it’s such a frustrating process that I end up not bothering. I have to constantly reset it and reset the paper. I wish I could get my money back I will likely dump it!",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-29,214vivien,1,seems impossible to install.,"Thwarted at every attempt, HP customer support is absolutely useless, I've been waiting for almost an hour, every now and then I someone responds AND THEN THEY DISAPPEAR INTO THE DEPTHS NEVER TO BE SEEN AGAIN. . I cannot connect it,  cannot get help to connect it. Utterly and totally frustrating.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-28,M Magan,1,Dry ink,I guess the colour cartridge ink is dry because the printer screen shows as empty.I haven't been able to print anything and was not able to speak to support yet.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-26,Andy M.,1,Beware of frequent ink clogs,"Printer is affordable and lightweight. Connectivity is great, and its easy to use. Printing and scanning quality and speed is good, and ink usage is decent, but on the high side (even while only printing on greyscale). Comes with an original set of colour and black ink. The real disappointment was having to deal with repeated bouts of black ink clogs (started a week after purchase) which required several rounds of maintenance, and wasted time, money, ink and paper. Its just not worth it. Because of this, I cannot recommend this printer.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=8&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-22,diana quirke,1,Do not buy!!!!!!! You have been warned,2 hours.... 2 whole hours I was on the phone with hp tech support trying to get this set up they even took over my phone and the printer remotely and they couldn't do it so if you do buy it good luck.... Close of conversation with the support was them suggesting to me that I go out and get a different printer.... Says it all really .... I'm returning this and getting a different brand,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-21,Kindle Customer,1,NEVER EVER BUY A HP DEVICE EVER,"terrible customer service to solve issues with their printers, printers consistently have connectivity problems, their ink is a scam and so is their monthly ink scheme, the printer will struggle to feed itself paper. just buy from another brand if you don't want a headache.",,,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-13,Karen Soar,1,"Not even a months worth of work and the ink is empty, installed on 1 May and empty by 13 May","I have had this for 13 days, not easy to install, and the ink is already empty",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-11,Anonymous,1,Never works,"I recently got this printer, and connected it up to my computer. I try print off worksheets and every time it says error, sometimes it prints things off, but most of the time it just never does anything. Very useless.",,,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-08,Dilbert2022,1,The most frustrating printer known to man,"Only supports wireless connection. Its is the most useless and frustrating printer I have EVER used,it has connected once properly with no problem when I have needed it,making a 3 min job a 25 min stressfest. It also is not ink friendly, terrible printer that will shortly  reside in the recycling centre. 0 stars",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-08,Terry Lambourne,1,"HPwillNOT givemeany help. UNLESS I dotakeoutaServiceContract. Inmilitarylanguage, it means GO FORTH.","It was WORKING O.K., then threw a Wobbly, and will NOT PRINT. I will NOT SAY, that which I think, of H.P.I am an 87 year ""Ancient Old Fart"", and do NOT KNOW how this Infernal Electromagical Equipment Works ??????? Cheers, terry L.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-07,PETER LUSH,1,Printer,Poor quality of service to set up printer set it after a age put ink in printer printed test page then ran out of ink have not used since,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-07,lynda,1,Bad printing quality,"This printer is very slow, unable to print more than one page effectively without inks fading, keeps saying e2 and needs prompting to print more than one page. I did not use properly till 2 weeks after purchase, then a week later it played up. Thinking it would improve, I left it a while but has only got worse. It was a mistake buying this item.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-05,Mr R G House,1,Can't get it set up.,"Many people have tried to set this printer up, without success.  We will have to buy another make.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-05,Rebecca Russell,1,Worst printer,"It is rubbish, been on the phone constantly to HP since I purchase it. Breaks weekly, disconnects from Wi-Fi. Absolute crap",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=9&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-05-03,julie C,1,Rubbish,"Can’t set up without app and access to all other devices on your network and other conditions. When trying to set up as soon as you refuse access it tells you to use computer but no other information. I want to print from iPad. Found information online that said could possibly set up to plug and use but you have to have different ink which didn’t come with the printer. Spent over an hour online trying to get some help from a human. Online chat will not even acknowledge you if you do not enter name, phone number, email address and serial number, which is rich considering if I had those things from the company I wouldn’t have needed to be online in the first place! Sent it back.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-30,D. Atkinson,1,Doesn’t come with USB plug,It advertises that you can use a USB on this but doesn’t come with said plug. Can’t use WIFI where I am so this is very frustrating!,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-29,Geminiblue,1,Not easy set up no way of contacting the seller,Wouldn't set up on my phone wouldn't set up on my chrome book shocking waste of money,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-26,crow foot,1,Terrible product,Worse possible product do not buy it! It doesn’t work and it’s complicated and everything about it is a lie,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,8,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-26,Bobapp,1,This is not an easy install,"I purchased this printer mainly because it had the 3 months HP offer and apparently it is easy installFirstly, the promo code I received for the 3 months free did not work so I have had to contact HPMy iPad or iPhone could not find the printer so I then tried the Cannot find printer, installation instructions and these instructions did not work either so at the moment the printer is completely useless",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,2,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-25,Fraser,1,WiFi connection is a disaster,"This is such a disappointment.  I bought it to use with a Mac and an iPhone.  I wrongly believed it to be an 'AirPrint' printer...  It is most definitely not.  And although it initially seemed to connect to my network OK, every time I tried to print something it went bananas - all of the buttons flashing and no printing happening.  I had to turn itt off and reboot it EVERY. SINGLE. TIME...  A complete pain.  I had to give up and but a new one in the end.  It's cheap.  But you get what you pay for I suppose.  So for me at least, the definition of 'buy cheap, buy twice'...  I would caution anyone against it if they want a smooth wireless setup....",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,5,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-25,C Dur,1,Returned - too many errors!,"Every time I printed a two page document, I would get an error after the first page printed. I could not find anywhere online to address the problem, so I returned it. It was such a waste of my time, and I haven’t ordered HP in years because I had a lot of trouble with him in the past, so I am reminded once again to go back to Canon!",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-23,michael stephenson,1,rubbish,"took a while to set up and eventually print 1 doc.had to change it to pdf as it would not print anything else nor could it find the doc i was trying to print even though it was in my folder. just tried to print some gig tickets and got it ready to print and send to printer, then error msg after error msg. tried the virtual advisor and had everything to click except error printing. apparentlry HP dont have error printing. so gave up with that and printer wouldnt turn off nor would wireless come back on so unplugged it.  HP smart was showing printer offline and no wireless and printer printed 4 sheets even though id cancelled them. dont waste your money unless you want headaches",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,4,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-23,Alan Gathercole,1,WIFI Does Not Connect,Did Not Connect To Wi Fi Or Any Other Connections. Rubbish Better To Write By Hand,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-04-22,Ellie Evans,1,"Despite all efforts, it doesn’t connect with wireless","I’m sure it’ll be fine if you have a cable but I don’t have laptop compatible. I followed video tutorials, studied the instructions but it still would not connect wirelessly so I couldn’t use it.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=10&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-14,JadeO,2,Not happy with purchase,"I bought this as a very last minute, needed urgently printer and I wish I hadn't.The quality is terrible, the prices of ink cartridges (you can only use HP) are expensive. So I signed up to instant ink - the price of which is great...so long as you don't need to ""buy"" extra pages to print. I've not had the printer a month and I already need to buy a replacement.Wouldn't recommend. Waste of money.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-12,Amazon Customer,2,Difficult to set up with my IPhone,I had to find a friend who was able to set it up with there equipment for me then my phone. Also advised that I shouldn’t turn it off as I might have to go through the setting up again! Also it didn’t like printing out more than a couple of page; it started to print all sorts of colours and came to a stop!. I hope I don’t have to use it often.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-03,Amazon Customer,2,Don’t bother the supplied ink cartridges are tiny,Had high hopes for this printer but after 3 weeks and about 30 pages printed I need new cartridges. Quality is ok but of course HP want you sign up for their ink replacement service. I’ll be sending this one back and buying one with a decent ink tank.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-01,Vi,2,Outdated and unreliable,"In a world dominated by advanced technologies like AR and AI, it’s baffling that printer manufacturers are still producing machines that feel stuck in 2010. Connectivity issues, lack of clear instructions (which you ironically have to print), and outdated interfaces make the whole experience frustrating. To top it off, I couldn’t even connect my device - it couldn’t be recognised neither by phone not laptop. It’s disappointing that I now have to return it. Hopefully, one day someone will design a printer that functions as seamlessly as a smartphone.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-25,pauline,2,Good if used lots but not for occasional use,Have to subscribe to receive specialised ink and wasn't happy with the frequency I would have had to do this as would not be using it that often,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-17,Josephine Sharp,2,If you connect this to the internet well done we gave up,"We hate computer, this one dosent show you it loads paper from top at the back we had no room.This is to complicated for us OAPs to set upAvoid if you are old!!",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Mike,2,temperamental,Always says it has no paper in the push load button and works,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-05,Jay Hickson,2,Needy finicky temperamental printer,"This thing is ridiculous, SOMETIMES when printing a multi page document, you need to press a button to make it print after the first page, sometimes not. Other times, it'll only print the top couple of inches of a document. Other documents just disappear, only to print an hour later once you've already printed another copy. This needy child of a printer also continuously reports to HP, so it's impossible to use generic cartridges with it.I just want a printer that prints, no bells and whistles",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-30,Amazon Customer,2,Printer,Very hard to install it's cheap for a reason,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-30,Julie Cooper,2,Wouldn’t recommend,"Easy to set up, but the worst printer we have owned to date. We have had no problems before with HP printers but this one will print the job when it decided it wants to. Thankfully I don’t need to use a printer often or this definitely would have gone back",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-15,Shaun,2,Not fantastic...but produces good quality prints.,"The most annoying thing about this printer is the upper paper tray. If you don't push the paper down into it it just won't pull the paper through...Other printers just accept the papaer in the upper tray without force, other than that it's ok.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-04,florin pruteanu,2,a big hoax,a big hoax,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-03,Alexandra Schaedel,2,Disappointing,"No cartridges received. Impossible to install, I am going in circles to connect via wifi. Have followed steps to the T. This isn’t the first printer I am installing. Stressful experience",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-10-17,UK,1-2-3-star
