Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Review_Rating_Label
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Larry,1,Setting Up HP Account was troublesome,"Wish I would have done more research. This product and it's business model (to get you on a monthly payment plan) are frustrating to say the least. Plus, the scanner feature only scans on the glass and does not support scanning documents from the paper tray.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Debbie D Mellowship,1,Connectivity Setup,Spent 3 hours on phone with HP and 1 hr with internet provider trying to get this connected.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,Amazon Customer,1,A Piece of Junk,"As per the modern corperate zeitgeist of creating  an inferior product in an attempt to sell ink cartridges with a monthly subscription, I give you the Cannon Inkjet Printer.Cons:To set it up requires the precarious use of a wireless network, a built in cannon network adapter straight from the cheapest depths of China and an app written  by someone who's heard of printing, never really seen printing, and obviously had more important things to do (such as Minecraft or possibly Fortnight).Regardless of whatever sized ink cartridges  you use, it seems to print a paultry amount of pages. (Even the XL67 printed a mere 53 pages... but if you're just using the platform to sell overpriced  ink cartridges, this is a pro.)Random errors galore. Random indicator lights. The system seems to have been designed by a moron out of spare parts they had on-hand. You like paper jams? This baby's got it! You hate having a reliable wired interface between  your peripheral and your PC? This is the brick for you!The feed tray holds about 20 pages. Which is woefully  inadequate.ProsI may be able to repurpose the motors and scanner for another project.Do yourself a favor. Don't buy this. Don't subscribe to the 30 page a month ink subscription.  It's an inferior product compared to things sold even 5 years ago.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,dan,1,nightmare headache setup,Stuck in a repetitive loop of this thing never connecting to the app.  Printer will go half way through installation and then send me in a spiral of conflicting information about how to connect it through the app. No success yet via phone or laptop. Will successfully print out page saying that it is not connected while the app says it is. Then sends me to printer's wifi which requires a password but no password is given. wtf,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,Courtney Thomas,1,Do NOT buy,This printer keeps disconnecting from the Wi-Fi. I just hooked it up today 9/9 and have been able to scan 1 thing because it keeps saying not connected to wifi when it is absolutely connected. It’s doing this from my computer and from the app on my phone. I do NOT have time for this.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,Brenda Rodriguez,1,Don't bother,Works 1/10 times. Just go ahead and spend a little bit more on something that will work 10/10 times especially in time crunches. Big regret purchasing this.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,GoodShopper,1,Do not waste your money,"This printer is flimsy, the doors fall off, and it said ""ERROR followed by a box icon and an ! "" in just a few weeks. The website said it is an internal error.I have had many HP printers over the years and I replaced this one with a better HP printer.Yes, it is portable, yes it is small in size, but the very small upright self-feed jams and the tray falls apart upon use.Yes it has a wireless connection and accepts ink component modules, but they have to be inserted upside down and are difficult to manipulate. It is difficult to use.HP has been my ""go to"" printer company for years, but this model is a real lemon.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-09,Kari Kim,1,Horrible,I always has to reconnect wifi whenver I print things everyday.The printer keep changing IP adress by itself.....,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-19,Barbara,2,INK,"It says it comes with 3 months of FREE ink. There were 2 ink cartridges in the box - one black, one tricolor. After setting the printer up (had to download an app that I was not aware of), the printer was blinking an error code. My setup tricolor cartridge was fine, but it would not let me use the black in cartridge. It did not come with any other ink, but I can't even use what came with it. I never even got to print a test page!  How do I get the 3 months of free ink???",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-14,Esther Nganga,2,*EXTREMELY* POOR SETUP INSTRUCTIONS !!,"They did an EXTREMELY POOR job in providing setup instructions. It takes you going to google and YT to figure out how to be able to print through wifi. The guide only has unboxing instructions.. literally. Like how to remove the plastic from the thing and how to install ink! The real work -pain in the ass work, is setting up wifi.Now once you figure it out it appears to be a really nice product. Prints through a unique wifi which HP provides to you. You will need to press ""I"" to get your unique password (information that SHOULD BE IN THE GUIDE!!!). You will need to download their app too.. another crucial piece of information that should be in the guide or provided. So it's either they forgot to send me paperwork relevant to setup or they are poor in providing instructions. Has to be one or the other.It's nice and light. It's affordable. It can prints, copy, apparently can fax as well and also scan. For $70.. not a bad deal. However, AGAIN, HP should do a better job in providing instructions. I mean damn..",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-13,Ann Andel,2,Difficult to install and then wouldn't print,Difficult to install. Then wouldn't print . Returned. Frustrating to have to enter same info multiple times. Returned this item. Buyer beware.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,S. Martin,2,Worst HP printer ever,We’ve had this 1 month and have more problems than any other printer.  We’ve replaced ink twice already using “normal”.  Right now it lost contact with one of our computers and troubleshooting has been unsuccessful. Now we’re going to uninstall and reinstall the program. I just missed the return date by 3 days!  Wish I bought a different printer. (We’ve  bought HP printers for the last 15-20 years which meant only 2 printers and they were reliable and well made.),,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-11,Shawnb,2,Prints nicely but finicky,"Doesnt reliably turn on, and its sketchy that you are ""required"" to keep your printer turned on and plugged into the internet at all times or you'll lose your hp+ membership, which you need for scanning. Hp is VERY sketchy with their printers and ink do your research",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-08,Mayara,2,Es bien lenta,Y para conectarse horrible,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-08,Ms Mary Mac,2,My printer stopped working,My printer is less than a month old and stopped working! There is no manufacturer phone number to call!,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-07,darlene zelinski,2,Returned,A bit flimsy and was not comparable with my old computer without an update which I did not want.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-05,RKD,2,No Happy with Purchase,"Should have known by price this computer wasn’t worth the money. There were complaints about being plastic but that didn’t seem to bother me as much as how to print. There are two selections for printing from a device (IPad or cell phone) it’s either regular print or Hp Smart print. Each time you have to figure that out which one to use as it doesn’t always print on one or the other.  This printer doesn’t print on both sides of paper, this was my mistake for not catching that feature, so wasting paper. Not sure about the ink cartridge they sent maybe, they were regular cartridges but they ran out extremely fast, so had to order new ones. Once I use the ink out on new cartridges I will be getting a new printer. JUST NOT HAPPY with this one.This printer might work for some, I cannot recommend!",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-04,Linds,2,Not a fan,We’ve inly been able to print from the app that is required. Toner runs out VERY QUICKLY. Would NOT recommend.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-01,Kyle Rahman,2,its a decent printer at best,"You have to set up the printer with your phone first for it to even have sense of functioning normally. That's if you have no problem setting up in the first place. I was not able to complete the 1st time set up by phone app.Okay lets try plug and play. Eventually, it kind of works when it wants to. Printer is only good for doing one page jobs, if you can get it to turn on and communicate to your PC. Luckily I was just able to reset everything and it worked.Do not get this printer thinking you will have a seamless experience, click and done... no no no.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-31,Johnsonboyz,2,Remarkably bad printer,"takes about 10 minutes to print one page, and don't even think about trying to print double-sided - it requires you to manually flip the pages, and doesn't even print in the right order once you do so",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-31,Denise  Barnitt,2,cannot connect right then keeps shooting paper out,i have had  dell  hp  cant connect  pain in my ass,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-31,casandra,2,Possibly used product,We bought this on prime day and just opened it. We printed maybe 10 sheets of paper and ran out of ink. When it states 3months of ink. The machine has a scratch on it so I’m going to assume it used. Not impressed,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-30,gram,2,not very good.,"It does not work easily, one has to reinstall paper to print on the other side, and one can't increase the print size.  I'd have given anything to have tried all aspects of the printer immediately so I could have returned it and gotten a different one. My Canon's print is all blurry. Guess I can't get a decent printer I can afford.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-30,John T,2,Great printer when it wants to print,"I'm sure this is a great printer when i wants to print. I have never seen a printer that has so many errors. The very first time I tried printing, it had an error.. not sure what I did to clear the error.. but then it printed the same document 5 times... Second time I am trying to print to it... you guess it.. it has an error. Nothing on the screen tells you the error and the HP Smart app on the computer tells me it is ready to go!Spend a little more money and get a better printer.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-30,Shannon Leonard,2,So far No good.,"Thirty minutes in and test page only prints half. This set up should have taken ten minutes. Ready to toss it in the front yard. I’m sure it will come around but it’s fairly basic. Should have been no problem. Everything is connected properly. Instructions suck. The ink order program(entrapment) is BS and I have half a mind to return just for that. If you’re like me and think it’s pretty shady you can always opt out at the bottom of the page. Because of the way they trick people into thinking there’s not an option, I’d happily pay double for my ink.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-29,JLW,2,Printer was clearly a return and did not come with in as advertised,"It seems like this printer will work fine, once I go out and buy ink for it. Despite the fact that the box says it comes with ink and the description did as well, there is no ink included. The box had clearly been opened previously, and presumably had been returned by someone else.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-28,Kindle Customer,2,Cheaply made and difficult to setup and use,I've had two other brands of printers which were easy to setup and use. This printer is cheaply made and was designed in a strange way. The cartridges that came with the printer was almost empty . I think the printer was used/previously owned. I feel I should receive a discount.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-28,Joseph SETI,2,Burns through ink,Can not figure out how to scan multiple pages at once. Also ink cartridges are expensive and you go through so many of them,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-22,Adam Rice,2,"Barely works, requires a phone, and begs you to subscribe.",Has 5 buttons that do nothing except eat ink. The display is useless without the manual to lookup symbols. HP will ask you to pay for 3 subscriptions during the setup. The only way to interact with the printer is through an app. It doesn’t even automatically turn on when given power.  I gave it two stars because it was capable of printing 1 page after having to acknowledge an in-app notification that the alignment completed.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-20,TFred,2,not easy to get printing,"The big draw other than the price was the supposedly easy setup and operation. The setup was ok, however, I still have yet to get the printer to print.  I have installed all sorts of of smart features and still cannot get it to work.  The sample page printed fine.  Threw the box out already so the next step is the garbage can.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-20,Maddie,2,Just cheap printer,Just cheap printer,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-18,Jennifer Reisinger,2,Unreliable,The printer worked for 3 months right up until it needed new ink. Now nothing works. It prints half a page. The SmartApp is not user friendly.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-18,Stephanie Hill,2,Getting what you pay for....,"The price for this printer is what you get. The ink it came with didn't even work so I had to turn around and order ink right off the get go. (inserting eyeroll)  I was being optimistic thinking I'd found different printer at a cheap price and could get ink that didn't cost more than the printer.  NOTE: I had a Canon TS8120 Pixma printer that died after about 5 years and it was the greatest!! I'll be getting another one this week after finagling with this one for the last 2 weeks.  Granted I do a A LOT of printing since I homeschool and this printer just designed for the amount of printing I do. The amount of ink in the cartridges doesn't last long, it's loud, and likes to only print half of a worksheet every other time. Now, it'd be ideal for someone who prints occasionally. And I thought that purchasing refurbished ink would save a few bucks, but it's a hit or miss if the cartridge actually works on the remanufactured ones.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-15,Janet Mercedes Potter,2,Not working for me.,It printed a hand full of pages and hasn’t worked again.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-11,Donna Trusty,2,HP Restrictions,I had one of these and it quit working.  I had a couple of cartridges left so thought I would order another one to use ink as it is expensive as the printer.  When I got new one spent two hours getting it to work.  Turns out you must register online (no choice) and must use ONLY Hp genuine ink again no choice.  Other brands will not work!  So now I have two printers close to same model and turns out my daughter had one too that mysteriously quit.  Turns out if you register and use HP ink works fine.  Also wants to auto ship ink.  Felt really scammed by this whole process.  May just invest in another brand because I hate that they have done this.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-11,joey ryder,2,Disappointed,Printer works half the time,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-10,Kaity,2,Connection issues… very frequently,"I hate this printer. The connection issues are frustrating. It will work great for a few weeks and then I have issues with it. I’ll try to print from my phone and nothing will print, then I try to use the HP smart app and it will say that my printer is busy. I’ve tried unplugging, hitting the X button.. nothing. Then I’ll give up and just not use it again for a while.",,,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-10,Jane,2,Stay away from the ink subscription,"The printer itself is okay. Nothing special. But I made the mistake of subscribing to their ink cartridge program. Big mistake. You pay so much a month depending on how many pages you print. If you sign up for 10 pages a month @$2 a month and go over that amount, you're charged $1 per page. Of course the amount of unused pages doesn't carry over to the next month, so if you print zero for three months-- and are charged $6, and the next month print 20 pages, you'll be charged $10 for the extra pages!  Worst of all, if you unsubscribe, the printer won't work on the cartridges you've already paid for!  You're forced to continue ""subscribing."" Beware. Just buy ink from Amazon.",,,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=two_star&sortBy=recent,2024-09-21,US,1-2-3-star
